ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
14,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 30 into cup 23 \n,BBM02,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
15,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 7 into cup 5 \n,BBM02,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
16,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 14 into cup 25 \n,BBM02,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
17,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 5 into cup 4 \n,BBM02,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
18,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 7 into cup 29 \n,BBM02,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
19,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 16 into cup 17 \n,BBM02,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
20,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 11 into cup 29 \n,BBM03,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
21,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 27 into cup 13 \n,BBM03,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
22,approach handright cup and enclose handright cup and approach handleft pitcher and enclose handleft pitcher and approach handleft cup to pour pitcher 20 into cup 1 \n,BBM03,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
23,approach handright cup and enclose handright cup and approach handleft pitcher and enclose handleft pitcher and approach handleft cup to pour pitcher 20 into cup 11 \n,BBM03,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
24,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 7 into cup 14 \n,BBM03,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
25,approach handright cup and enclose handright cup and approach handleft pitcher and enclose handleft pitcher and approach handleft cup to pour pitcher 24 into cup 6 \n,BBM03,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
26,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 7 into cup 14 \n,BBM03,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
27,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 23 into cup 16 \n,BBM03,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
28,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 7 into cup 25 \n,BBM03,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
29,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 20 into cup 19 \n,BBM03,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
30,approach handright cup and enclose handright cup and approach handleft pitcher and enclose handleft pitcher and approach handleft cup to pour pitcher 16 into cup 8 \n,BBM04,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
31,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 17 into cup 12 \n,BBM04,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
32,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 5 into cup 3 \n,BBM04,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
33,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 7 into cup 5 \n,BBM04,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
34,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 23 into cup 11 \n,BBM04,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
35,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 1 into cup 7 \n,BBM04,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
36,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 6 into cup 13 \n,BBM04,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
37,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 2 into cup 30 \n,BBM04,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
38,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 12 into cup 4 \n,BBM04,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
39,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 23 into cup 22 \n,BBM04,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
40,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 32 into cup 5 \n,BBM05,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
41,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 14 into cup 23 \n,BBM05,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
42,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 9 into cup 13 \n,BBM05,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
43,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 2 into cup 16 \n,BBM05,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
44,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 4 into cup 27 \n,BBM05,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
45,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 8 into cup 4 \n,BBM05,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
46,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 21 into cup 14 \n,BBM05,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
47,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 32 into cup 30 \n,BBM05,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
48,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 13 into cup 26 \n,BBM05,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
49,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 14 into cup 17 \n,BBM05,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
50,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 7 into cup 10 \n,BBM06,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
51,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 18 into cup 4 \n,BBM06,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
52,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 22 into cup 13 \n,BBM06,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
53,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 20 into cup 1 \n,BBM06,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
54,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 24 into cup 13 \n,BBM06,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
55,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 8 into cup 29 \n,BBM06,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
56,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 26 into cup 21 \n,BBM06,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
57,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 7 into cup 30 \n,BBM06,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
58,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 3 into cup 15 \n,BBM06,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
59,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 7 into cup 16 \n,BBM06,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
60,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 23 into cup 11 \n,BBM07,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
61,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 26 into cup 25 \n,BBM07,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
62,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 17 into cup 2 \n,BBM07,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
63,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 17 into cup 13 \n,BBM07,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
64,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 8 into cup 30 \n,BBM08,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
65,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 8 into cup 1 \n,BBM08,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
66,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 21 into cup 29 \n,BBM08,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
67,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 12 into cup 21 \n,BBM08,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
68,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 9 into cup 18 \n,BBM08,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
69,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 11 into cup 29 \n,BBM08,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
70,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 8 into cup 23 \n,BBM08,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
71,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 2 into cup 8 \n,BBM08,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
72,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 15 into cup 7 \n,BBM08,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
73,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 10 into cup 11 \n,BBM08,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
74,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 14 into cup 29 \n,BBM09,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
75,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 32 into cup 7 \n,BBM09,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
76,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 8 into cup 23 \n,BBM09,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
77,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 8 into cup 31 \n,BBM09,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
78,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 5 into cup 18 \n,BBM09,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
79,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 14 into cup 16 \n,BBM09,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
80,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 4 into cup 26 \n,BBM09,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
81,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 18 into cup 19 \n,BBM09,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
82,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 17 into cup 21 \n,BBM09,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
83,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 15 into cup 25 \n,BBM09,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
84,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 28 into cup 14 \n,BBM10,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
85,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 18 into cup 26 \n,BBM10,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
86,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 19 into cup 22 \n,BBM10,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
87,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 31 into cup 15 \n,BBM10,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
88,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 32 into cup 31 \n,BBM10,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
89,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 22 into cup 13 \n,BBM10,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
90,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 21 into cup 2 \n,BBM10,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
91,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 24 into cup 31 \n,BBM10,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
92,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 10 into cup 24 \n,BBM10,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
93,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 20 into cup 3 \n,BBM10,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
94,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 23 into cup 20 \n,BBM11,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
95,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 18 into cup 32 \n,BBM11,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
96,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 10 into cup 12 \n,BBM11,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
97,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 27 into cup 19 \n,BBM11,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
98,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 28 into cup 20 \n,BBM11,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
99,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 28 into cup 14 \n,BBM11,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
100,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 26 into cup 19 \n,BBM11,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
101,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 26 into cup 27 \n,BBM11,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
102,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 14 into cup 6 \n,BBM11,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
103,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 19 into cup 23 \n,BBM11,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
104,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 9 into cup 19 \n,BBM12,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
105,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 26 into cup 18 \n,BBM12,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
106,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 14 into cup 17 \n,BBM12,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
107,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 31 into cup 4 \n,BBM12,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
108,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 5 into cup 2 \n,BBM12,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
109,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 6 into cup 28 \n,BBM12,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
110,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 25 into cup 21 \n,BBM12,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
111,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 13 into cup 31 \n,BBM12,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
112,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 1 into cup 31 \n,BBM12,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
113,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 29 into cup 25 \n,BBM12,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
114,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 21 into cup 6 \n,BBM13,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
115,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 10 into cup 30 \n,BBM13,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
116,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 20 into cup 6 \n,BBM13,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
117,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 9 into cup 2 \n,BBM13,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
118,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 8 into cup 21 \n,BBM13,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
119,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 20 into cup 24 \n,BBM13,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
120,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 2 into cup 18 \n,BBM13,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
121,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 27 into cup 11 \n,BBM13,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
122,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 15 into cup 29 \n,BBM13,Expt1 (Pouring),Mug and Pitcher base,Trial 9,Trial 9.xml
123,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 24 into cup 3 \n,BBM13,Expt1 (Pouring),Mug and Pitcher base,Trial 10,Trial 10.xml
124,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 3 into cup 17 \n,BBM14,Expt1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
125,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 20 into cup 24 \n,BBM14,Expt1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
126,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 20 into cup 13 \n,BBM14,Expt1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
127,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 30 into cup 19 \n,BBM14,Expt1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
128,approach handleft pitcher and enclose handleft pitcher and approach handright cup and enclose handright cup and approach handleft cup to pour pitcher 29 into cup 25 \n,BBM14,Expt1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
129,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 19 into cup 15 \n,BBM14,Expt1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
130,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 26 into cup 13 \n,BBM14,Expt1 (Pouring),Mug and Pitcher base,Trial 7,Trial 7.xml
131,approach handright pitcher and enclose handright pitcher and approach handleft cup and enclose handleft cup and approach handright cup to pour pitcher 26 into cup 1 \n,BBM14,Expt1 (Pouring),Mug and Pitcher base,Trial 8,Trial 8.xml
