ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
13,approach handright cracker_box and enclose handright cracker_box and approach handleft bowl and enclose handleft bowl and approach cracker_box bowl to pour cracker_box 25 into bowl 22 \n,BBM01,Expt1 (Pouring),Bowl and Cracker box,Trial 4,Trial 4.xml
14,approach handleft cracker_box and enclose handleft cracker_box and approach handright bowl and enclose handright bowl and approach cracker_box bowl to pour cracker_box 25 into bowl 1 \n,BBM01,Expt1 (Pouring),Bowl and Cracker box,Trial 5,Trial 5.xml
15,approach handleft cracker_box and enclose handleft cracker_box and approach handright bowl and enclose handright bowl and approach cracker_box bowl to pour cracker_box 6 into bowl 20 \n,BBM01,Expt1 (Pouring),Bowl and Cracker box,Trial 6,Trial 6.xml
16,approach handright cracker_box and enclose handright cracker_box and approach handleft bowl and enclose handleft bowl and approach cracker_box bowl to pour cracker_box 3 into bowl 5 \n,BBM01,Expt1 (Pouring),Bowl and Cracker box,Trial 7,Trial 7.xml
17,approach handright cracker_box and enclose handright cracker_box and approach handleft bowl and enclose handleft bowl and approach cracker_box bowl to pour cracker_box 9 into bowl 16 \n,BBM01,Expt1 (Pouring),Bowl and Cracker box,Trial 8,Trial 8.xml
18,approach handleft cracker_box and enclose handleft cracker_box and approach handright bowl and enclose handright bowl and approach cracker_box bowl to pour cracker_box 15 into bowl 9 \n,BBM01,Expt1 (Pouring),Bowl and Cracker box,Trial 9,Trial 9.xml
19,approach handleft cracker_box and enclose handleft cracker_box and approach handright bowl and enclose handright bowl and approach cracker_box bowl to pour cracker_box 6 into bowl 25 \n,BBM01,Expt1 (Pouring),Bowl and Cracker box,Trial 10,Trial 10.xml
20,approach handright gelatin_box and enclose handright gelatin_box and approach handleft bowl and enclose handleft bowl and approach gelatin_box bowl to pour gelatin_box 12 into bowl 30 \n,BBM01,Expt1 (Pouring),Bowl and Gelatin box,Trial 1,Trial 1.xml
21,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach gelatin_box bowl to pour gelatin_box 31 into bowl 13 \n,BBM01,Expt1 (Pouring),Bowl and Gelatin box,Trial 2,Trial 2.xml
22,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach gelatin_box bowl to pour gelatin_box 18 into bowl 17 \n,BBM01,Expt1 (Pouring),Bowl and Gelatin box,Trial 3,Trial 3.xml
23,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach gelatin_box bowl to pour gelatin_box 20 into bowl 27 \n,BBM01,Expt1 (Pouring),Bowl and Gelatin box,Trial 4,Trial 4.xml
24,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach gelatin_box bowl to pour gelatin_box 5 into bowl 9 \n,BBM01,Expt1 (Pouring),Bowl and Gelatin box,Trial 5,Trial 5.xml
25,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach gelatin_box bowl to pour gelatin_box 7 into bowl 26 \n,BBM01,Expt1 (Pouring),Bowl and Gelatin box,Trial 6,Trial 6.xml
26,approach handright gelatin_box and enclose handright gelatin_box and approach handleft bowl and enclose handleft bowl and approach gelatin_box bowl to pour gelatin_box 9 into bowl 4 \n,BBM01,Expt1 (Pouring),Bowl and Gelatin box,Trial 7,Trial 7.xml
27,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach gelatin_box bowl to pour gelatin_box 3 into bowl 25 \n,BBM01,Expt1 (Pouring),Bowl and Gelatin box,Trial 8,Trial 8.xml
28,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach gelatin_box bowl to pour gelatin_box 21 into bowl 27 \n,BBM01,Expt1 (Pouring),Bowl and Gelatin box,Trial 9,Trial 9.xml
29,approach handright gelatin_box and enclose handright gelatin_box and approach handleft bowl and enclose handleft bowl and approach gelatin_box bowl to pour gelatin_box 10 into bowl 26 \n,BBM01,Expt1 (Pouring),Bowl and Gelatin box,Trial 10,Trial 10.xml
