ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
19,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 8 to experimenter_hand 15 \n,BBM01,Expt 2 (Passing),Bowl,Trial 10,Trial 10.xml
20,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 9 to experimenter_hand 14 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 1,Trial 1.xml
21,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 9 to experimenter_hand 12 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 2,Trial 2.xml
22,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 23 to experimenter_hand 7 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 3,Trial 3.xml
23,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 1 to experimenter_hand 23 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 4,Trial 4.xml
24,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 24 to experimenter_hand 17 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 5,Trial 5.xml
25,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 5 to experimenter_hand 16 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 6,Trial 6.xml
26,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 21 to experimenter_hand 32 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 7,Trial 7.xml
27,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 21 to experimenter_hand 17 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 8,Trial 8.xml
28,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 5 to experimenter_hand 15 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 9,Trial 9.xml
29,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 15 to experimenter_hand 29 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 10,Trial 10.xml
30,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 21 to experimenter_hand 7 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 1,Trial 1.xml
31,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 31 to experimenter_hand 6 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 2,Trial 2.xml
32,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 10 to experimenter_hand 8 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 3,Trial 3.xml
33,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 1 to experimenter_hand 31 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 4,Trial 4.xml
34,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 32 to experimenter_hand 5 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 5,Trial 5.xml
35,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 26 to experimenter_hand 29 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 6,Trial 6.xml
36,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 28 to experimenter_hand 25 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 7,Trial 7.xml
37,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 20 to experimenter_hand 14 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 8,Trial 8.xml
38,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 22 to experimenter_hand 11 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 9,Trial 9.xml
39,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 26 to experimenter_hand 17 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 10,Trial 10.xml
40,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 23 to experimenter_hand 13 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 1,Trial 1.xml
41,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 25 to experimenter_hand 29 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 2,Trial 2.xml
42,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 6 to experimenter_hand 13 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 3,Trial 3.xml
43,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 16 to experimenter_hand 29 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 4,Trial 4.xml
44,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 14 to experimenter_hand 25 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 5,Trial 5.xml
45,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 15 to experimenter_hand 6 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 6,Trial 6.xml
46,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 6 to experimenter_hand 30 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 7,Trial 7.xml
47,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 27 to experimenter_hand 19 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 8,Trial 8.xml
48,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 16 to experimenter_hand 9 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 9,Trial 9.xml
49,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 2 to experimenter_hand 9 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 10,Trial 10.xml
50,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 6 to experimenter_hand 29 \n,BBM01,Expt 2 (Passing),Power drill,Trial 1,Trial 1.xml
51,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 17 to experimenter_hand 4 \n,BBM01,Expt 2 (Passing),Power drill,Trial 2,Trial 2.xml
52,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 30 to experimenter_hand 21 \n,BBM01,Expt 2 (Passing),Power drill,Trial 3,Trial 3.xml
53,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 17 to experimenter_hand 18 \n,BBM01,Expt 2 (Passing),Power drill,Trial 4,Trial 4.xml
54,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 3 to experimenter_hand 5 \n,BBM01,Expt 2 (Passing),Power drill,Trial 5,Trial 5.xml
55,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 24 to experimenter_hand 16 \n,BBM01,Expt 2 (Passing),Power drill,Trial 6,Trial 6.xml
56,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 20 to experimenter_hand 26 \n,BBM01,Expt 2 (Passing),Power drill,Trial 7,Trial 7.xml
57,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 5 to experimenter_hand 30 \n,BBM01,Expt 2 (Passing),Power drill,Trial 8,Trial 8.xml
58,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 27 to experimenter_hand 29 \n,BBM01,Expt 2 (Passing),Power drill,Trial 9,Trial 9.xml
59,approach handright power_drill and enclose handright power_drill and approach handleft power_drill and enclose handleft power_drill to pass power_drill 20 to experimenter_hand 4 \n,BBM01,Expt 2 (Passing),Power drill,Trial 10,Trial 10.xml
60,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 8 to experimenter_hand 15 \n,BBM01,Expt 2 (Passing),Tomato soup can,Trial 1,Trial 1.xml
61,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 1 to experimenter_hand 11 \n,BBM01,Expt 2 (Passing),Tomato soup can,Trial 2,Trial 2.xml
62,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 20 to experimenter_hand 24 \n,BBM01,Expt 2 (Passing),Tomato soup can,Trial 3,Trial 3.xml
63,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 9 to experimenter_hand 23 \n,BBM01,Expt 2 (Passing),Tomato soup can,Trial 4,Trial 4.xml
64,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 26 to experimenter_hand 1 \n,BBM01,Expt 2 (Passing),Tomato soup can,Trial 5,Trial 5.xml
65,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 28 to experimenter_hand 30 \n,BBM01,Expt 2 (Passing),Tomato soup can,Trial 6,Trial 6.xml
66,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 20 to experimenter_hand 14 \n,BBM01,Expt 2 (Passing),Tomato soup can,Trial 7,Trial 7.xml
67,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 10 to experimenter_hand 25 \n,BBM01,Expt 2 (Passing),Tomato soup can,Trial 8,Trial 8.xml
68,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 25 to experimenter_hand 6 \n,BBM01,Expt 2 (Passing),Tomato soup can,Trial 9,Trial 9.xml
69,approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handleft tomato_soup_can and enclose handleft tomato_soup_can to pass tomato_soup_can 6 to experimenter_hand 1 \n,BBM01,Expt 2 (Passing),Tomato soup can,Trial 10,Trial 10.xml
70,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 22 to experimenter_hand 9 \n,BBM01,Expt 2 (Passing),Wood block,Trial 1,Trial 1.xml
71,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 4 to experimenter_hand 18 \n,BBM01,Expt 2 (Passing),Wood block,Trial 3,Trial 3.xml
72,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 9 to experimenter_hand 12 \n,BBM01,Expt 2 (Passing),Wood block,Trial 4,Trial 4.xml
73,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 20 to experimenter_hand 31 \n,BBM01,Expt 2 (Passing),Wood block,Trial 5,Trial 5.xml
74,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 20 to experimenter_hand 27 \n,BBM01,Expt 2 (Passing),Wood block,Trial 6,Trial 6.xml
75,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 14 to experimenter_hand 15 \n,BBM01,Expt 2 (Passing),Wood block,Trial 7,Trial 7.xml
76,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 23 to experimenter_hand 16 \n,BBM01,Expt 2 (Passing),Wood block,Trial 8,Trial 8.xml
77,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 21 to experimenter_hand 7 \n,BBM01,Expt 2 (Passing),Wood block,Trial 9,Trial 9.xml
78,approach handright wood_block and enclose handright wood_block and approach handleft wood_block and enclose handleft wood_block to pass wood_block to pass wood_block 29 to experimenter_hand 13 \n,BBM01,Expt 2 (Passing),Wood block,Trial 10,Trial 10.xml
79,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 18 to experimenter_hand 26 \n,BBM02,Expt 2 (Passing),Banana,Trial 1,Trial 1.xml
80,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 27 to experimenter_hand 29 \n,BBM02,Expt 2 (Passing),Banana,Trial 2,Trial 2.xml
81,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 15 to experimenter_hand 13 \n,BBM02,Expt 2 (Passing),Banana,Trial 3,Trial 3.xml
82,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 17 to experimenter_hand 28 \n,BBM02,Expt 2 (Passing),Banana,Trial 4,Trial 4.xml
83,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 22 to experimenter_hand 3 \n,BBM02,Expt 2 (Passing),Banana,Trial 5,Trial 5.xml
84,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 2 to experimenter_hand 21 \n,BBM02,Expt 2 (Passing),Banana,Trial 6,Trial 6.xml
85,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 31 to experimenter_hand 3 \n,BBM02,Expt 2 (Passing),Banana,Trial 7,Trial 7.xml
86,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 3 to experimenter_hand 14 \n,BBM02,Expt 2 (Passing),Banana,Trial 8,Trial 8.xml
87,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 8 to experimenter_hand 19 \n,BBM02,Expt 2 (Passing),Banana,Trial 9,Trial 9.xml
88,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 11 to experimenter_hand 29 \n,BBM02,Expt 2 (Passing),Banana,Trial 10,Trial 10.xml
89,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 13 to experimenter_hand 25 \n,BBM02,Expt 2 (Passing),Bowl,Trial 1,Trial 1.xml
90,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 7 to experimenter_hand 21 \n,BBM02,Expt 2 (Passing),Bowl,Trial 2,Trial 2.xml
91,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 32 to experimenter_hand 27 \n,BBM02,Expt 2 (Passing),Bowl,Trial 3,Trial 3.xml
92,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 19 to experimenter_hand 11 \n,BBM02,Expt 2 (Passing),Bowl,Trial 4,Trial 4.xml
93,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 18 to experimenter_hand 6 \n,BBM02,Expt 2 (Passing),Bowl,Trial 5,Trial 5.xml
94,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 28 to experimenter_hand 5 \n,BBM02,Expt 2 (Passing),Bowl,Trial 6,Trial 6.xml
95,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 27 to experimenter_hand 15 \n,BBM02,Expt 2 (Passing),Bowl,Trial 7,Trial 7.xml
96,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 9 to experimenter_hand 13 \n,BBM02,Expt 2 (Passing),Bowl,Trial 8,Trial 8.xml
97,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 2 to experimenter_hand 23 \n,BBM02,Expt 2 (Passing),Bowl,Trial 9,Trial 9.xml
98,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 21 to experimenter_hand 24 \n,BBM02,Expt 2 (Passing),Bowl,Trial 10,Trial 10.xml
99,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 6 to experimenter_hand 14 \n,BBM02,Expt 2 (Passing),Extra-large clamp,Trial 1,Trial 1.xml
100,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 25 to experimenter_hand 9 \n,BBM02,Expt 2 (Passing),Extra-large clamp,Trial 2,Trial 2.xml
101,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 21 to experimenter_hand 25 \n,BBM02,Expt 2 (Passing),Extra-large clamp,Trial 3,Trial 3.xml
102,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 10 to experimenter_hand 25 \n,BBM02,Expt 2 (Passing),Extra-large clamp,Trial 4,Trial 4.xml
103,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 6 to experimenter_hand 30 \n,BBM02,Expt 2 (Passing),Extra-large clamp,Trial 5,Trial 5.xml
104,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 12 to experimenter_hand 31 \n,BBM02,Expt 2 (Passing),Extra-large clamp,Trial 6,Trial 6.xml
105,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 16 to experimenter_hand 1 \n,BBM02,Expt 2 (Passing),Extra-large clamp,Trial 7,Trial 7.xml
106,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 8 to experimenter_hand 20 \n,BBM02,Expt 2 (Passing),Extra-large clamp,Trial 8,Trial 8.xml
107,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 30 to experimenter_hand 17 \n,BBM02,Expt 2 (Passing),Extra-large clamp,Trial 9,Trial 9.xml
108,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 13 to experimenter_hand 27 \n,BBM02,Expt 2 (Passing),Extra-large clamp,Trial 10,Trial 10.xml
109,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 6 to experimenter_hand 11 \n,BBM02,Expt 2 (Passing),Master chef can,Trial 1,Trial 1.xml
110,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 32 to experimenter_hand 7 \n,BBM02,Expt 2 (Passing),Master chef can,Trial 2,Trial 2.xml
111,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 12 to experimenter_hand 24 \n,BBM02,Expt 2 (Passing),Master chef can,Trial 3,Trial 3.xml
112,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 1 to experimenter_hand 29 \n,BBM02,Expt 2 (Passing),Master chef can,Trial 4,Trial 4.xml
113,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 12 to experimenter_hand 11 \n,BBM02,Expt 2 (Passing),Master chef can,Trial 5,Trial 5.xml
114,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 4 to experimenter_hand 26 \n,BBM02,Expt 2 (Passing),Master chef can,Trial 6,Trial 6.xml
115,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 13 to experimenter_hand 10 \n,BBM02,Expt 2 (Passing),Master chef can,Trial 7,Trial 7.xml
116,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 2 to experimenter_hand 14 \n,BBM02,Expt 2 (Passing),Master chef can,Trial 8,Trial 8.xml
117,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 32 to experimenter_hand 20 \n,BBM02,Expt 2 (Passing),Master chef can,Trial 9,Trial 9.xml
118,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 2 to experimenter_hand 19 \n,BBM02,Expt 2 (Passing),Master chef can,Trial 10,Trial 10.xml
119,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 1 to experimenter_hand 12 \n,BBM02,Expt 2 (Passing),Mustard bottle,Trial 1,Trial 1.xml
120,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 20 to experimenter_hand 25 \n,BBM02,Expt 2 (Passing),Mustard bottle,Trial 2,Trial 2.xml
121,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 24 to experimenter_hand 28 \n,BBM02,Expt 2 (Passing),Mustard bottle,Trial 3,Trial 3.xml
122,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 7 to experimenter_hand 26 \n,BBM02,Expt 2 (Passing),Mustard bottle,Trial 4,Trial 4.xml
123,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 26 to experimenter_hand 16 \n,BBM02,Expt 2 (Passing),Mustard bottle,Trial 5,Trial 5.xml
124,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 23 to experimenter_hand 18 \n,BBM02,Expt 2 (Passing),Mustard bottle,Trial 6,Trial 6.xml
125,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 6 to experimenter_hand 30 \n,BBM02,Expt 2 (Passing),Mustard bottle,Trial 7,Trial 7.xml
126,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 29 to experimenter_hand 14 \n,BBM02,Expt 2 (Passing),Mustard bottle,Trial 8,Trial 8.xml
