ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
73,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 25 into bowl 22 \n,BBM01,Expt 1 (Pouring),Bowl and Cracker box,Trial 4,Trial 4.xml
74,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 25 into bowl 1 \n,BBM01,Expt 1 (Pouring),Bowl and Cracker box,Trial 5,Trial 5.xml
75,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 6 into bowl 20 \n,BBM01,Expt 1 (Pouring),Bowl and Cracker box,Trial 6,Trial 6.xml
76,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 3 into bowl 5 \n,BBM01,Expt 1 (Pouring),Bowl and Cracker box,Trial 7,Trial 7.xml
77,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 9 into bowl 16 \n,BBM01,Expt 1 (Pouring),Bowl and Cracker box,Trial 8,Trial 8.xml
78,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 15 into bowl 9 \n,BBM01,Expt 1 (Pouring),Bowl and Cracker box,Trial 9,Trial 9.xml
79,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 6 into bowl 25 \n,BBM01,Expt 1 (Pouring),Bowl and Cracker box,Trial 10,Trial 10.xml
80,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 19 to experimenter_hand 17 \n,BBM01,Expt 2 (Passing),Banana,Trial 1,Trial 1.xml
81,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 10 to experimenter_hand 4 \n,BBM01,Expt 2 (Passing),Banana,Trial 2,Trial 2.xml
82,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 9 to experimenter_hand 27 \n,BBM01,Expt 2 (Passing),Banana,Trial 3,Trial 3.xml
83,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 5 to experimenter_hand 25 \n,BBM01,Expt 2 (Passing),Banana,Trial 4,Trial 4.xml
84,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 25 to experimenter_hand 19 \n,BBM01,Expt 2 (Passing),Banana,Trial 5,Trial 5.xml
85,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 31 to experimenter_hand 1 \n,BBM01,Expt 2 (Passing),Banana,Trial 6,Trial 6.xml
86,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 13 to experimenter_hand 3 \n,BBM01,Expt 2 (Passing),Banana,Trial 7,Trial 7.xml
87,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 30 to experimenter_hand 5 \n,BBM01,Expt 2 (Passing),Banana,Trial 8,Trial 8.xml
88,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 15 to experimenter_hand 10 \n,BBM01,Expt 2 (Passing),Banana,Trial 9,Trial 9.xml
89,approach handright banana and enclose handright banana and approach handleft banana and enclose handleft banana to pass banana 10 to experimenter_hand 17 \n,BBM01,Expt 2 (Passing),Banana,Trial 10,Trial 10.xml
90,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 24 to experimenter_hand 32 \n,BBM01,Expt 2 (Passing),Bowl,Trial 1,Trial 1.xml
91,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 13 to experimenter_hand 14 \n,BBM01,Expt 2 (Passing),Bowl,Trial 2,Trial 2.xml
92,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 17 to experimenter_hand 6 \n,BBM01,Expt 2 (Passing),Bowl,Trial 3,Trial 3.xml
93,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 18 to experimenter_hand 4 \n,BBM01,Expt 2 (Passing),Bowl,Trial 4,Trial 4.xml
94,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 25 to experimenter_hand 5 \n,BBM01,Expt 2 (Passing),Bowl,Trial 5,Trial 5.xml
95,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 11 to experimenter_hand 4 \n,BBM01,Expt 2 (Passing),Bowl,Trial 6,Trial 6.xml
96,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 26 to experimenter_hand 30 \n,BBM01,Expt 2 (Passing),Bowl,Trial 7,Trial 7.xml
97,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 3 to experimenter_hand 19 \n,BBM01,Expt 2 (Passing),Bowl,Trial 8,Trial 8.xml
98,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 10 to experimenter_hand 3 \n,BBM01,Expt 2 (Passing),Bowl,Trial 9,Trial 9.xml
99,approach handright bowl and enclose handright bowl and approach handleft bowl and enclose handleft bowl to pass bowl 8 to experimenter_hand 15 \n,BBM01,Expt 2 (Passing),Bowl,Trial 10,Trial 10.xml
100,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 9 to experimenter_hand 14 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 1,Trial 1.xml
101,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 9 to experimenter_hand 12 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 2,Trial 2.xml
102,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 23 to experimenter_hand 7 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 3,Trial 3.xml
103,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 1 to experimenter_hand 23 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 4,Trial 4.xml
104,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 24 to experimenter_hand 17 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 5,Trial 5.xml
105,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 5 to experimenter_hand 16 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 6,Trial 6.xml
106,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 21 to experimenter_hand 32 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 7,Trial 7.xml
107,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 21 to experimenter_hand 17 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 8,Trial 8.xml
108,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 5 to experimenter_hand 15 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 9,Trial 9.xml
109,approach handright extra_large_clamp and enclose handright extra_large_clamp and approach handleft extra_large_clamp and enclose handleft extra_large_clamp to pass extra_large_clamp 15 to experimenter_hand 29 \n,BBM01,Expt 2 (Passing),Extra-large clamp,Trial 10,Trial 10.xml
110,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 21 to experimenter_hand 7 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 1,Trial 1.xml
111,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 31 to experimenter_hand 6 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 2,Trial 2.xml
112,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 10 to experimenter_hand 8 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 3,Trial 3.xml
113,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 1 to experimenter_hand 31 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 4,Trial 4.xml
114,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 32 to experimenter_hand 5 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 5,Trial 5.xml
115,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 26 to experimenter_hand 29 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 6,Trial 6.xml
116,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 28 to experimenter_hand 25 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 7,Trial 7.xml
117,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 20 to experimenter_hand 14 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 8,Trial 8.xml
118,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 22 to experimenter_hand 11 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 9,Trial 9.xml
119,approach handright master_chef_can and enclose handright master_chef_can and approach handleft master_chef_can and enclose handleft master_chef_can to pass master_chef_can 26 to experimenter_hand 17 \n,BBM01,Expt 2 (Passing),Master chef can,Trial 10,Trial 10.xml
120,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 23 to experimenter_hand 13 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 1,Trial 1.xml
121,approach handright mustard_bottle and enclose handright mustard_bottle and approach handleft mustard_bottle and enclose handleft mustard_bottle to pass mustard_bottle 25 to experimenter_hand 29 \n,BBM01,Expt 2 (Passing),Mustard bottle,Trial 2,Trial 2.xml
